id,kel_1_qn,kel_1_ans,kel_2_qn,kel_2_ans,kel_3_qn,kel_3_ans,prov,female,urban,muslim,age,married,children,educ,retired,unemployed,income,javanese,santri,v_11,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_23,v_55,v_56,v_60,v_62,v_65,v_77,v_78,v_79,v_82,v_84,v_86,v_87,v_109,v_114,v_116,v_117,v_118,v_120,v_121,v_122,v_124,v_125,v_126,v_128,v_129,v_130,v_132,v_133,v_134,v_136,v_137,v_138,v_140,v_141,prio1,prio2,prio3,prio4,prio5,prio6,prio7,prio8,prio9,prio10,prio11,prio12,prio13,prio14,prio15,prio16,prio17,prio18
1490,"Pancasila/Bad","No","Pancasila/Good","Yes","Islam/Good","Yes","DIYogya",0,0,1,19,0,,7,0,1,,1,1,"Rarely","Seldom","Seldom","Seldom","Seldom","Don't Know","Fairly Often","Fairly Often","Never","Santri","Worse","Same","Some progress","Somewhat Large","Somewhat Large","Interested","Very large","No, because failed to fulfill requirements",,"Not very satisfied","Strongly agree","Agree","Strongly incompatible","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1491,"Islam/Unclear","No","Pancasila/Unclear","No","Pancasila/Good","Yes","DIYogya",1,0,1,27,1,1,10,0,0,5,1,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Seldom","Routinely/Always/Very Often","Abangan","Same","Better","Some progress","A Little","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1492,"Islam/Unclear","Don't know/Refuse to answer","Islam/Bad","Don't know/Refuse to answer","Islam/Unclear","Don't know/Refuse to answer","DIYogya",1,0,1,55,1,4,3,0,0,1,1,1,"Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Much worse","No progress","Very Large","None","Not Interested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Not at all satisfied","Strongly agree","Disagree","Don't know","Agree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1493,"Islam/Bad","No","Pancasila/Good","Yes","Pancasila/Good","Yes","DIYogya",1,1,1,26,1,1,7,0,0,1,1,0,"Rarely","Fairly Often","Fairly Often","Seldom","Seldom","Seldom","Fairly Often","Never","Routinely/Always/Very Often","Other","Worse","Much worse","A little progress","A Little","None","Not Interested","Very large","Yes","Refuse to answer","Not very satisfied","Disagree","Disagree","Incompatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1494,"Islam/Unclear","No","Islam/Bad","No","Pancasila/Unclear","No","DIYogya",0,1,1,32,1,2,4,0,0,4,1,0,"Often","Never","Seldom","Seldom","Seldom","Never","Seldom","Routinely/Always/Very Often","Fairly Often","Abangan","Worse","Much worse","A little progress","Somewhat Large","Somewhat Large","Interested","Very large","Yes",,"Not at all satisfied","Disagree","Disagree","Compatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1495,"Pancasila/Unclear","No","Islam/Unclear","No","Islam/Unclear","No","DIYogya",0,0,1,45,1,1,7,0,0,3,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","A little progress","Somewhat Large","Don't Know","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Don't know","Don't know","Compatible","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1496,"Islam/Good","Yes","Pancasila/Unclear","No","Pancasila/Unclear","No","DIYogya",1,0,1,50,1,2,7,0,0,4,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","A little progress","Somewhat Large","None","Not Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1497,"Pancasila/Good","Yes","Pancasila/Bad","No","Islam/Good","Yes","DIYogya",0,1,1,79,1,5,7,0,,1,1,1,"Always","Fairly Often","Routinely/Always/Very Often","Seldom","Fairly Often","Seldom","Seldom","Fairly Often","Fairly Often","Santri","Worse","Worse","Much progress","Very Large","None","Not Interested","Somewhat large","No, because forbidden or not registered","Refuse to answer","Somewhat satisfied","Don't know","Agree","Compatible","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1498,"Pancasila/Good","Yes","Pancasila/Bad","No","Islam/Good","Yes","DIYogya",1,0,1,31,1,1,3,0,0,1,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Santri","Worse","Much Better","No progress","A Little","None","Very Interested","Very large","No, because forbidden or not registered","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Agree","Strongly agree","Incompatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1499,"Islam/Bad","No","Islam/Good","Yes","Islam/Unclear","No","JawaTimur",0,0,1,45,1,4,2,0,0,1,0,1,"Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Santri","Same","Same","A little progress","A Little","A Little","Not Interested","Small","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,"Pancasila/Bad","No","Pancasila/Unclear","No","Pancasila/Bad","No","JawaTimur",1,1,1,50,1,5,3,0,0,3,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Don't Know","Same","Don't know","A Little","Don't Know","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Can't choose","Disagree","Agree","Compatible","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1501,"Pancasila/Bad","No","Islam/Bad","No","Pancasila/Unclear","No","JawaTimur",0,1,1,18,0,,6,0,0,4,1,1,"Always","Fairly Often","Routinely/Always/Very Often","Seldom","Fairly Often","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Santri","Worse","Worse","Some progress","Somewhat Large","A Little","Very Uninterested","Very large","No, because failed to fulfill requirements",,"Not at all satisfied","Disagree","Strongly disagree","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1502,"Pancasila/Unclear","No","Islam/Bad","No","Pancasila/Unclear","Yes","JawaTimur",1,1,1,40,1,0,1,0,0,1,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Never","Never","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Santri","Worse","Worse","Some progress","Don't Know","Don't Know","Don't know","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Strongly agree","Don't know","Don't know","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1503,"Islam/Good","Yes","Pancasila/Unclear","No","Pancasila/Good","Yes","JawaTimur",1,1,1,28,1,1,7,0,0,2,1,1,"Rarely","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Santri","Worse","Worse","A little progress","None","None","Very Uninterested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Compatible","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,"Pancasila/Bad","No","Islam/Good","Yes","Islam/Good","Yes","JawaTimur",1,1,1,35,1,1,2,0,0,2,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Seldom","Seldom","Fairly Often","Never","Routinely/Always/Very Often","Santri","Worse","Worse","No progress","Refuse to Answer","None","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Don't know","Disagree","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Agree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Agree","Agree","Disagree",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1505,"Pancasila/Good","Yes","Islam/Bad","No","Pancasila/Bad","No","JawaTimur",1,1,1,53,1,1,3,0,0,4,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","No progress","None","A Little","Not Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Don't know","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,"Islam/Bad","Yes","Islam/Unclear","Yes","Pancasila/Unclear","Yes","JawaTimur",0,0,1,58,1,4,3,0,0,3,0,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Seldom","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Much worse","No progress","Don't Know","Somewhat Large","Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Strongly disagree","Agree","Compatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1507,"Islam/Unclear","Yes","Pancasila/Unclear","Yes","Islam/Good","Yes","JawaTimur",0,0,1,77,1,1,3,0,0,1,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Don't Know","Better","Don't know","None","None","Interested","Small","Yes","Refuse to answer","Can't choose","Disagree","Don't know","Don't know","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1508,"Pancasila/Unclear","No","Pancasila/Good","Yes","Islam/Good","Yes","JawaTimur",0,1,1,25,0,,7,0,1,3,1,1,"Always","Fairly Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Santri","Much Better","Same","Much progress","Somewhat Large","A Little","Very Interested","Very large","No, because failed to fulfill requirements",,"Not at all satisfied","Strongly agree","Disagree","Strongly incompatible","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,"Pancasila/Unclear","No","Pancasila/Bad","No","Pancasila/Bad","No","JawaTimur",0,0,1,21,0,,7,0,1,6,1,1,"Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","A little progress","A Little","None","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Disagree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1510,"Islam/Good","Yes","Pancasila/Unclear","No","Islam/Good","Yes","JawaTimur",1,1,0,41,1,1,7,0,0,8,1,,"Often",,,,,,,,,,"Worse","Better","No progress","A Little","None","Not Interested","Somewhat large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Disagree","Disagree","Incompatible","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1511,"Islam/Good","Yes","Pancasila/Bad","No","Pancasila/Unclear","No","JawaTimur",0,0,1,36,1,1,5,0,0,3,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","A little progress","A Little","A Little","Not Interested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Not at all satisfied","Strongly agree","Agree","Compatible","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1512,"Islam/Unclear","No","Islam/Good","No","Islam/Bad","No","JawaTimur",0,1,1,63,1,5,3,1,0,6,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Santri","Same","Better","A little progress","Somewhat Large","None","Not Interested","Somewhat large","Yes","Refuse to answer","Somewhat satisfied","Disagree","Disagree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Disagree",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1513,"Pancasila/Good","No","Islam/Unclear","Don't know/Refuse to answer","Pancasila/Good","Yes","JawaTimur",0,1,1,59,1,4,7,0,0,4,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Better","No progress","None","None","Interested","Small","Yes","Refuse to answer","Not very satisfied","Agree","Agree","Compatible","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
